company,id,number_of_board_memebers,average_age_board,executives,total_active_assignments,total_prev_assignments,companies
Din Partner Tre Streck AB,5590848635,3,53,Eriksson; Kent Christer,6,9,Vi på ArkitektByrån Tre streck AB|HSB Bostadsrättsförening City i Skellefteå|Retorikiska AB|Din Partner Tre Streck AB|Lotsen kooperativ hyresrättsförening|ST Group AB
Erik Olofsson Design AB,5591783260,2,55,Olofsson; Nils Erik Johan,1,1,Erik Olofsson Design AB
Fokus Projektledning i Stockholm AB,5567752174,2,67,Forsberg; Per Anders Olaus,2,1,Hafors Aktiebolag|Fokus Projektledning i Stockholm AB
svetsloppans licenssvets AB,5569107930,2,56,Grubbström; Maria Helena,1,2,svetsloppans licenssvets AB
CATTIC DEVELOPMENT AB,5591853881,2,41,Fahlén; Mikael Lars Donnald,5,4,Cattic Aktiebolag|CATTIC TOTAL AB|ZANERAB AB|CATTIC DEVELOPMENT AB|Cattic Invest AB
Grafiska Huset Norr AB,5566259502,2,47,Strömgren; Ulf Göran Andreas,4,6,Hjalmar E. Aktiebolag|Glamitec Sverige AB|Elan Fastigheter AB|Grafiska Huset Norr AB
Yadeo AB,5569588105,2,49,Lundkvist; Sven Göran Anders,1,1,Yadeo AB
JH'S Byggdesign AB,5592014210,2,31,Holmgren; Johnny Tord Magnus,1,0,JH'S Byggdesign AB
AC Projektering AB,5592135403,2,45,Andersson; Nils Ivan Andreas,3,1,AC Projektering AB|Böle Invest i Umeå AB|Bo Bra i Sävar AB
AC Projektering AB,5592135403,2,45,Andersson; Lars Magnus,5,4,Blå Motorhuset|Umeå Mopedcentrum Magnus Andersson|Bo Bra i Sävar AB|Böle Invest i Umeå AB|AC Projektering AB
Certego AB,5565295911,3,52,Eriksson; Carl Edvard Tobias,2,6,Certego AB|Säkerhetskonsulten i Mälardalen
Peab Grundläggning Aktiebolag,5561547364,3,51,Tamminen; Kai Joakim,2,1,Berg & Betongtätning i Sverige AB|Peab Grundläggning Aktiebolag
Salboheds Bygg och Anläggningstjänst AB,5566876537,3,54,Peters; Lars Boy Dennis,4,1,Salboheds Bygg och Anläggningstjänst AB|Palms Sprängtjänst Aktiebolag|Trigo Mätteknik AB|Dennis Peters Invest AB
Interoc Akustik AB,5568526080,3,53,Ljungkvist; Lennart Mikael,6,8,Akustikbyggarna Sverige AB|Interoc Akustik AB|Katako Aktiebolag|Ceiling Distribution Center Group Scandinavia AB|SLS Montage i Göteborg AB|CDC Lighting AB
Huurre Sweden Aktiebolag,5561024349,3,51,Mennander; Juha Edvard,4,16,Caverion Sverige AB|Huurre Sweden Aktiebolag|Caverion Internal Services AB|Misab Sprinkler & VVS Aktiebolag
Fibra AB,5569076200,19,53,Karlstedt; Jan Stefan,3,2,SamKom AB|Fibra AB|Bostadsrättsföreningen Lillängen
Fibra AB,5569076200,19,53,Hjälmgården; David Ove Alexander,2,2,Fibra AB|SamKom AB
Aros Bygg & Förvaltning Aktiebolag,5565150025,3,65,Erixon; Nils Roland,12,19,Eskadergatan Invest AB|Aros Bygg & Förvaltning Aktiebolag|KAK Byggen AB|Mälardalens Bygg & Inredning i Sverige AB|Mälardalens Finsnickeri AB|Lillåudden Friskvård AB|Nicktuna Förvaltning AB|Aros Bygg & Förvaltning; Bostäder AB|Arenagolv i Västerås AB|X:et i Tillberga AB|Residens Emeritus Trygghetsboende AB|Aros Bygg & Förvaltning Holding AB
Aros Bygg & Förvaltning Aktiebolag,5565150025,3,65,Engström; Mats Johan Jörgen,5,21,Aros Bygg & Förvaltning Aktiebolag|KAK Byggen AB|Lillåudden Friskvård AB|Aros Bygg & Förvaltning; Bostäder AB|Residens Emeritus Trygghetsboende AB
KAK Byggen AB,5563735215,6,55,Wikström; Olof Stefan,2,7,KAK Byggen AB|KAK Holding AB
Byggessen Entreprenad AB,5565044137,4,57,Sahlin; Björn Thomas,3,14,Sahlin & Synnes Fastighets AB|Byggessen Entreprenad AB|Byggessen Förvaltning AB
Totalbyggen i Västerås AB,5569569394,3,46,Johansson; Nils Thomas,8,4,Totalbyggen i Västerås Holding AB|Totalbyggen i Västerås AB|Totallyft i Västerås AB|PT-NA Fastigheter i Västerås AB|Juliana AB|Totalfastigheter i Västerås AB|Pumpstigens Fastighet Holding i Västerås AB|Bostadsrättsföreningen Högis-byn
Byggmäster i Mälardalen AB,5566634811,5,50,Åkerberg; Anders Erik,1,0,Byggmäster i Mälardalen AB
Skäret Aktiebolag,5562807619,2,56,Akterhag; Peter Anders Michael,11,25,Skäret Aktiebolag|PMC Holding AB|PMC EL AB|PMC El i Stockholm AB|PMC Säkerhet AB|PMC El i Örebro AB|PMC El i Norrtälje AB|PMC El i Närke AB|Ambraeltec AB|Bostadsrättsföreningen Klintvägen 7|PMC El i Eskilstuna AB
Nordiska Byggkoncept AB,5562867977,5,53,Andhagen; Claes Åke,3,3,Nordiska Byggkoncept AB|Nordiska Byggkoncept Holding AB|Andhagen Invest AB
PMC Holding AB,5590878376,4,57,Holmstrand; Carl Stefan,9,12,PMC Holding AB|PMC EL AB|PMC El i Stockholm AB|PMC Säkerhet AB|PMC El i Örebro AB|PMC El i Norrtälje AB|PMC El i Närke AB|Ambraeltec AB|PMC El i Eskilstuna AB
Västra Mälardalens Energi och Miljö AB,5566683586,7,61,Nordling; Jan Christer Mikael,1,4,Västra Mälardalens Energi och Miljö AB
Berg & Byggteknik i Norberg Aktiebolag,5564713120,3,50,Sjökvist; Karl Bo Christer,3,5,Spännarhyttan Fastigheter AB|Spännarhyttan Holding AB|Berg & Byggteknik i Norberg Aktiebolag
PMC EL AB,5565622056,3,45,Holmstrand; Carl Stefan,9,12,PMC Holding AB|PMC EL AB|PMC El i Stockholm AB|PMC Säkerhet AB|PMC El i Örebro AB|PMC El i Norrtälje AB|PMC El i Närke AB|Ambraeltec AB|PMC El i Eskilstuna AB
El Kraft Teknik & Konsult i Sala AB,5567097935,5,50,Ihrfors; Joakim Greger,6,3,El Kraft Teknik & Konsult i Sala AB|Selek Elentreprenad AB|Sprinklerbolaget Stockholm AB|Söderhamns El/styrteknik AB|JOAMAG Förvaltning AB|JVAInvest AB
Kjell Anderson Contracting AB,5562241199,4,57,Andersson; Kjell Emil,1,1,Kjell Anderson Contracting AB
Bodén Mark & Anläggning i Mälardalen AB,5569327751,6,41,Björner; Nils Anders,4,2,Bodén Mark & Anläggning i Mälardalen AB|Tobbes Schakt AB|Svenska Mark- och Anläggningsbolagen i Öst AB|Svenska Mark och Anläggningsbolagen Återvinning AB
TEPES Anläggning AB,5563864759,6,41,Backlund; Sebastian Kenth,2,1,TEPES Anläggning AB|TEPES Anläggningar Holding AB
Imperia Bygg & Förvaltning AB,5567112338,2,48,Ericsson; Jens Elof Niclas Sven,23,24,Imperia Bygg & Förvaltning AB|Imperia Fastigheter AB|Fastigheten Kungsängen 15 AB|Mästerblomman i Sverige AB|Fastigheten Irma 4 AB|Imperia Kulturfastigheter AB|Imperia Invest AB|Fastighets AB Västerås Skepparbacken|Imperia Kungsljuset 2 AB|Fastigheten Lothar 5 AB|Imperia Sandstenen 16 AB|Imperia Ringborren 13 AB|Imperia Projektutveckling AB|Imperia Klaudia 2 Holding AB|Imperia Ringborren 13 holding AB|Imperia Slottsträdgården 2 holding AB|Fastigheten 2:9 AB|Imperia Sandstenen 16 Holding AB|Imperia Sverige Holding AB|Imperia Kungsängen Holding AB|Imperia Klaudia 2 AB|Imperia Verkstaden 22 AB|Imperia Slottsträdgården 2 AB
Byggsvängen Aktiebolag,5563237113,2,51,Back; Robert Mattias,3,2,Byggsvängen Aktiebolag|Mälarstadens Entreprenadmaskiner AB|Mälarstadens Bygg & Fastighetsteknik AB
Global Infrateknik AB,5569067977,4,54,Svensson; Dan Lars Fredrik,8,10,Global Infrateknik AB|Global Infrateknik Bergslagen AB|L. E. Svensson Snickeri Aktiebolag|Mälar Kraftservice AB|DLFS Holding AB|Linder Efraim Holding AB|Global Infrateknik Holding AB|CNO Holding AB
Bergström Plattsättning i Mälardalen Aktiebolag,5567862718,3,50,Hjulström; Nils Magnus,3,3,Tunby Holding AB|Bergström Plattsättning i Mälardalen Aktiebolag|Bostadsrättsföreningen Ljusbojen 2
Bergström Plattsättning i Mälardalen Aktiebolag,5567862718,3,50,Corell; Per Martin,2,2,Tunby Holding AB|Bergström Plattsättning i Mälardalen Aktiebolag
Nybyggar'n i Västerås AB,5591176648,3,42,Hollaus; Richard Sebastian,2,3,Nybyggar'n i Västerås AB|Nybyggar'n P Hollaus Aktiebolag
Kadesjös Ingenjörsbyrå Aktiebolag,5562535137,7,54,Lindblad; Lena Birgitta,6,14,Kadesjös Ingenjörsbyrå Aktiebolag|Kadesjö Partners Aktiebolag|Wescon Miljökonsult AB|Västerås Science Park AB|CirEko AB (svb)|Lillåudden Parkering AB
Västerås Värme & Sanitet Installations AB,5566177852,nan,nan,Eklund; Andreas Emanuel,3,5,Värme & Sanitet i Västmanland Aktiebolag|VVS Konstruktioner i Västerås AB|Brostigen Förvaltnings AB
RA Elteknik AB,5561797415,2,52,Alriksson; Lars Robert Leonard,17,8,RA Gruppen AB|RA Elteknik AB|Almi Företagspartner Mälardalen AB|Ransta Elbyrå Aktiebolag|Arboga El-team AB|RA Säkerhet AB|Inez Johanssons Elektriska Aktiebolag|RA Låshuset AB|SA El & Säkerhet i Mälardalen AB|RA Vision AB|Nordiska Säkerhetsnätet AB|RA Rådjurshornet 2 AB|AKL i Arboga AB|Robert Alriksson Teknik|NSN Security AB|Konceptbostäder Sverige AB|MW Kruthornet AB
Mälardalens Asfalt AB,5590833561,4,48,Skogström Lundgren; Jack Erik,1,0,Mälardalens Asfalt AB
Archus Arkitektur AB,5567336374,4,44,Vestlund; Johan Helge,4,3,Archus Arkitektur AB|Lyckebo Gym & Fitnesscenter AB|JOHAN VESTLUND AB|Sujoniel AB
Archus Arkitektur AB,5567336374,4,44,Bruhn; Johan Erik Anders,4,13,Archus Arkitektur AB|EDSTRÖM & ENGSTEDT AB|Åse Andersson Konsult AB|Erik Bruhn AB
FÖ Bygg i Sala AB,5565401790,4,53,Kvist; Anders Mattias,4,1,FÖ Bygg i Sala AB|FÖ Fastigheter AB|MK Byggkonsult|FÖ Holding AB
VentPartner i Västmanland AB,5590010533,3,43,Andersson; Per Jimmy,3,6,Talatuu AB|HSB Bostadsrättsförening Långa Raden i Arboga|VentPartner i Västmanland AB
VentPartner i Västmanland AB,5590010533,3,43,Bergquist; Emil Alexander,2,4,Futurum florentes AB|VentPartner i Västmanland AB
Sprinklerbolaget Stockholm AB,5567317234,6,44,Strandberg; Alexander Karl,5,4,Sprinklerbolaget Stockholm AB|Automationsbolaget Sverige AB|AnMa Fastigheter Aktiebolag|Alex Strandberg Holding AB|V.J.S Holding AB
Västerås Rörtjänst Aktiebolag,5564323235,3,63,Junback; Ulf Anders,2,1,Västerås Rörtjänst Aktiebolag|ULAN Invest AB
TREL AB,5568417090,5,54,Vilhelmsson; Tony Anders Robin,3,4,El Kraft Teknik & Konsult i Sala AB|Sand Förvaltnings AB|TREL AB
Harakers Bygg Aktiebolag,5562714294,2,66,Pettersson; Lars Gunnar,7,2,Harakers Bygg Aktiebolag|HB Maskinsupport i Mälardalen AB|Harakers Mark och Fastighetsservice AB|Harakers Invest Aktiebolag|Harakers Holding AB|Våsjö Stugägareförening; ek för|Bostadsrättsföreningen Herta
Köpings Kabel-TV Aktiebolag,5564160769,5,60,Landin; Jan Peter,4,2,Köpings Bostadsaktiebolag|KBAB Service Aktiebolag|Köpings Kabel-TV Aktiebolag|Operatörsklustret Media AB
Solid Fasad Stockholm AB,5569695629,3,53,Brännström; Karl Anders,3,3,Ardeo Bygg & Konsult AB|Solid Stockholm AB|Solid Fasad Stockholm AB
Newsafe Sweden AB,5569870123,6,40,Lorenz; Joakim Bernhard,5,8,Newsafe Sweden AB|Åsby Lantbruksförvaltning Aktiebolag|Fallskärmsvägen Fastighet AB|Lorenz Invest AB|Florenz AB
Prefabprojekt i Västerås AB,5591597397,5,54,Holmgren; Nils Lars Joachim,5,11,Prefab bolaget i Västerås AB|Prefabprojekt i Västerås AB|Joachim Holmgren AB|Heights Concept & Strategy AB|3JT Holding AB
MARK Entreprenad Mälardalen AB,5567889182,5,55,Söderholm; Björn Johannes,4,6,MARK Fastighet Mälardalen AB|MARK Entreprenad Mälardalen AB|VIK Västerås AB|MARK 1989 AB
Wepab Plåtmonteringar Aktiebolag,5561038109,4,53,Grehn; Nils Magnus,5,1,Wepab Plåtmonteringar Aktiebolag|Wepabhuset AB|NMG Bygg & Fastighets AB|Gladiolus Holding AB|Wepab Holding AB
Hans Eklund Glasmästeri Aktiebolag,5561775130,2,45,Broman; Stig Markus,3,5,Westeros Glas och Metallentreprenader AB|Hans Eklund Glasmästeri Aktiebolag|INFOZAP
Tak Tema i Mälardalen AB,5567208060,2,54,Gråberg; Bo Tommy,7,4,Tak Tema i Mälardalen AB|Tak Tema i Stockholm AB|Mälardalen MTG AB|EMVEST AB|Bo Tommy Gråberg Invests AB|Bo Tommy Gråberg Event AB|Wellottie Invest & Consulting AB
AFG Västerås AB,5568447253,2,57,Lyckstedt Danielsen; Björn Niklas,7,1,AFG Västerås AB|Aktiebolaget Beckers Glas|Niklas Danielsen AB|Alfaglas Enköping AB|Danielsen & Rylander Fastighet AB|Claes Rylander Förvaltning AB|PA Danielsen AB
Värme & Sanitet i Västmanland Aktiebolag,5591767529,4,57,Eklund; Andreas Emanuel,3,5,Värme & Sanitet i Västmanland Aktiebolag|VVS Konstruktioner i Västerås AB|Brostigen Förvaltnings AB
Samuelssons Måleri Aktiebolag,5562585330,3,57,Samuelsson; Lars Göran,3,8,Samuelssons Måleri Aktiebolag|L.F.I. Samuelssons Invest AB|Samuelssons Fastighetsservice AB
Samuelssons Måleri Aktiebolag,5562585330,3,57,Samuelsson; Lars Fredrik,5,5,Samuelssons Måleri Aktiebolag|Samuelssons Fastighetsservice AB|Arboga Padel AB|Fredrik Samuelsson Invest AB|L.F.I. Samuelssons Invest AB
Connector Stomsystem AB,5562483767,2,57,Wennström Hedström; Jim Niklas,5,3,Connector Stomsystem AB|Huset Fullt ek. för.|Lunettutsikten Sven Lennart Augustsson AB|JWH Byggnad Lägesenergin AB|JWH Holding AB
Västerås Målerispectrum Aktiebolag,5563040079,3,53,Allvin; Jan Stefan,3,10,Spectrum Holding Västerås AB|Västerås Målerispectrum Aktiebolag|Fastigheten M1 AB
Västerås Målerispectrum Aktiebolag,5563040079,3,53,Geibert; Ulf Johan,5,14,Västerås Målerispectrum Aktiebolag|Måleriföretagen i Sveriges Serviceaktiebolag.|Nordisk Yta AB|Fastigheten M1 AB|Spectrum Holding Västerås AB
SN Entreprenad AB,5568027758,2,50,Ahlén; Roger Eric,5,7,SN Entreprenad AB|Åsstugan Förvaltning AB|REA Invest AB|SNC Holding AB|Bostadsrättsföreningen Skonaren i Enköping
TGA Bygg & Konsult AB,5565205159,3,64,Andersson; Peter Gunnar,1,1,TGA Bygg & Konsult AB
Roland Gustavsson Grävmaskiner Aktiebolag,5562595313,4,41,Andersson; Thomas Ove,2,2,Roland Gustavsson Grävmaskiner Aktiebolag|MTT System AB
Lindmarks Larmteknik AB,5568028509,2,46,Lindmark; Mikael Vilhelm,5,2,Lindmarks Larmteknik AB|Västra Aros Industrifastigheter AB|Economie Mate AB|PreGard AB|Västra Aros Holding AB
Structor Västerås AB,5567582852,5,51,Nilsson; John Patrick,1,1,Structor Västerås AB
SamKom AB,5569076192,19,53,Karlstedt; Jan Stefan,3,2,SamKom AB|Fibra AB|Bostadsrättsföreningen Lillängen
SamKom AB,5569076192,19,53,Hjälmgården; David Ove Alexander,2,2,Fibra AB|SamKom AB
Västanfors Bygg AB,5568413115,3,57,Slipare; Dick Marcus,6,15,Västanfors Bygg AB|Västanfors Hus AB|Västanfors Fastigheter AB|Skonaren Projekt i Enköping AB|JAADEE Invest AB|Västanfors VVS AB
Västerås Flygfastigheter Aktiebolag,5561019729,13,63,Lundberg; Isabell Jenny Birgitta,13,1,Västerås Flygfastigheter Aktiebolag|Utvecklingsfastigheter i Västerås Aktiebolag|Västerås fastighet Kungsängen AB|Geddeholms Aktiebolag|Västerås Stads Strategiska Fastigheter Aktiebolag|Phalaenopsis Aktiebolag|Spidarör Aktiebolag|Veddesta kv2 AB|Veddesta kv1 AB|Veddesta kv4 AB|Veddesta kv5 AB|Veddesta kv6 AB|Veddesta kv3 AB
Mälarbygg i Västerås Aktiebolag,5562553130,2,63,Karlsson; Bo Jörgen,3,1,Bostadsrättsföreningen Kv Ingrid|Mälarbygg i Västerås Aktiebolag|Mälarbygg Holding AB
Stomkonstruktioner i Mälardalen AB,5590394135,3,55,Klovland; Terje,7,10,Stomkonstruktioner Sverige AB|Stomkonstruktioner i Mälardalen AB|Stomkonstruktioner i Göteborg AB|Stomkonstruktioner i Malmö AB|JK Träning och Hälsa Mälardalen AB|TDS Teknik AB|TDS Holding AB
SVETAK Svealandstak AB,5567385314,3,57,Österlund; Nils Henrik,2,2,Bostadsrättsföreningen Schackhuset|SVETAK Svealandstak AB
Kadesjös Projekt AB,5560983594,3,71,Kadesjö; Hans Håkan,12,27,Kadesjös Ingenjörsbyrå Aktiebolag|Kadesjös Projekt AB|Lillåudden Parkering AB|Frylestigen 12 Förvaltning AB|Kadesjö Förvaltnings AB|Bostadsrättsföreningen Ljusbojen 1|EMIRIT i Västerås AB|Bostadsrättsföreningen Södra Källtorp 2|Bostadsrättsförening Älvkullen 3|SVKA Holding i Västerås AB|Fridnäs 2:1 AB|Kadesjö Kommanditbolag
Ventmetoder Västerås AB,5567884167,5,43,Sandqvist; Sven Stefan,7,7,CH Vent AB|Ventmetoder Västerås AB|FGL i Västerås AB|Årbylund Fastighet AB|Reglera i Västerås AB|Luftslussen AB|Sanbro Gruppen AB
Archus Development Aktiebolag,5569214058,4,45,Larsson; Hans Michael,8,22,Archus Development Aktiebolag|Runö Fastigheter Handelsbolag|Collab Develop AB|Mega Music i torshälla AB|Collab Fastigheter AB|Progress real estate Sweden AB|Evolution Real Estate Sweden AB|Anund Fastighets AB
Archus Development Aktiebolag,5569214058,4,45,Paskota; Sarah Emma,2,9,Archus Development Aktiebolag|SPAP invest AB
SVISAB AB,5568073539,4,56,Moberg; Jan Anders,8,16,SVISAB AB|Odyssey Invest AB|Profitörerna AB|Dilato Ekonomi & Företagsutveckling AB|Crugska Gården AB|Gripen Development AB|Åtorpet Fastigheter AB|Åladan AB
Andersson & Sjöblom Technical Management AB,5569032153,4,48,Sjöblom; Karl Andreas,2,1,Andersson & Sjöblom Technical Management Group AB|Andersson & Sjöblom Technical Management AB
Archus Partner AB,5590121090,4,50,Mellgren; Patrik Anders,43,28,Tobin Properties Projektutveckling AB|Archus Partner AB|Östermalms Snickeri AB|Persikorött Marievik Ekonomisk förening|Nacka Strand 2 AB|Tobin Properties AB|P Mellgren Förvaltning AB|Lundbytorp Fastighets AB|SBG Gravensteiner AB|Bostadsrättsföreningen Oranie|Pardes Holding AB|Fagerö Holding AB|Garage & Parkering i Centrala Sundbyberg AB|P-N vik 29 AB|Menigasker AB|Nacka 3 AB|NJP Invest AB|Sundbyberg Sprängaren 9 Fastighets AB|Nacka 1 AB|Mariefjärd M 29 Holding AB|Mariefjärd M Holding 1 AB|Kolkajan Fastighets AB|Mariefjärd M Holding 2 AB|Tobin Kista Holding AB|Kista Square Garden Förvaltning AB|Birka Sicklaön AB|Pederstrup AB|Golfbäcken Holding AB|K1 Nacka strand AB|Sågtorp Utveckling AB|Tobin 1 Holding AB|P Mellgren Projekt AB|Gladan Holding II AB|Tobin Properties Bygg AB|Gladan Holding AB|Norra Nacka Strand Exploatering DP 3 AB|Mariefjärd AB (publ)|Fyrsidan Holding AB|Portgås Fastighets AB|Nedlesrot Fastighets AB|Peasgood Nonsuch AB|Popaul Ekonomisk förening|Mariefjärd 22 Holding AB
Archus Partner AB,5590121090,4,50,Rastin; Anders,4,4,Archus Partner AB|Mälarstrandens Utvecklings AB|Anders Rastin Projektutveckling AB|Dajiyuan Sverige Media ek. för.
GE Grid Solutions AB,5561400333,3,54,Grage; Knut Mikael,2,2,GE Renewable Sweden AB|GE Grid Solutions AB
Ventilationsprojekt i Eskilstuna AB,5569262339,3,46,Klangsell; Bengt Thomas,2,4,TBK-Konsult AB|Ventilationsprojekt i Eskilstuna AB
LGP Byggservice AB,5568366479,2,53,Pettersson; Lars Göran,1,6,LGP Byggservice AB
LGP Byggservice AB,5568366479,2,53,Johansson; Choong-Sook Jenny Kim M,1,2,LGP Byggservice AB
021-Rör AB,5567016430,2,53,Jensen; Jan Hunsballe,1,3,021-Rör AB
ElFabriken Sverige AB,5591201016,3,31,Gabbels; Dennis,2,2,ElFabriken Sverige AB|E.J Invest Group AB
Sandbäckens Rör i Västerås AB,5590116884,3,41,Johansson; Erik Daniel,1,1,Sandbäckens Rör i Västerås AB
Västerås Service & Anläggning AB,5565178091,3,47,Söderberg; Rolf Peter,2,10,Västerås Service & Anläggning AB|Aroma beauty center i Västerås AB
Västerås betonghål AB,5567639132,2,36,Thurby; Joakim Kjell,1,3,Västerås betonghål AB
Nordisk Kranuthyrning Aktiebolag,5560913500,3,42,Åkerberg; Johan Håkan Stefan,2,1,Eskaden 4 AB|Nordisk Kranuthyrning Aktiebolag
Poolspecialisterna BN Bygg AB,5562352277,2,49,Nyberg; Bengt Joachim,4,4,Poolspecialisterna BN Bygg AB|Västerås Köpmannen 14 AB|Poolspecialisterna Förvaltning AB|Holdingbolag Poolspecialisterna koncernen AB
Poppos AB,5567639116,2,52,Bouvin; Carl Johan,1,2,Poppos AB
LC Entreprenad & Transport AB,5590924741,3,40,Latvela; Christoffer Mikael,2,4,LC Entreprenad & Transport AB|LC Mark & Förvaltning AB
PMC Säkerhet AB,5566786280,4,47,Holmstrand; Carl Stefan,9,12,PMC Holding AB|PMC EL AB|PMC El i Stockholm AB|PMC Säkerhet AB|PMC El i Örebro AB|PMC El i Norrtälje AB|PMC El i Närke AB|Ambraeltec AB|PMC El i Eskilstuna AB
Ventilation & Comfortteknik i Mälardalen AB,5569444465,2,46,Lindgren; Anders Fredrik,4,1,Ventilation & Comfortteknik i Mälardalen AB|Claridian AB|SPAKAP AB|Sweden Oil Recycling SOR AB
MME Industrial Solutions AB,5568618820,2,42,Engelberg; Mikko Matias,3,4,MME Group Real Estate AB|MME Group AB|MME Industrial Solutions AB
Skandinaviska Roof AB,5569625501,2,57,Englund; Jan Hans-Olov,1,4,Skandinaviska Roof AB
Ecoklimat Norden AB,5567657910,3,50,Arih; Stanislav,4,9,Ecoklimat Norden AB|Ropin Bygg och Projektledning AB|Ropin AB|Tunby bygg & entreprenad AB
Ecoklimat Norden AB,5567657910,3,50,Toivainen; Mika Markku Olavi,6,5,Ecoklimat Norden AB|Ropin Bygg och Projektledning AB|Västerås Administrationstjänst AB|Tunby bygg & entreprenad AB|Förvaltningsföreningen Bjurhovda                  ekonomisk förening
Structor Besiktning och Kontroll AB,5569021313,3,51,Living; Carl Eje Jonas,1,2,Structor Besiktning och Kontroll AB
Herobility AB,5569154643,3,46,Granback; Christoffer Göran Gustav,3,3,SmartShake AB|Herobility AB|Skandinavisk Motoroptimering AB
Koteko Installation AB,5590158399,4,60,Allard; Karl Fredrik,2,2,Koteko Installation AB|Koteko Aktiebolag
Koteko Installation AB,5590158399,4,60,Axner; Lars Mattias Eugen,3,2,Koteko Aktiebolag|Aros Maskin & Emballage Aktiebolag|Koteko Installation AB
Palms Sprängtjänst Aktiebolag,5563767499,3,54,Peters; Lars Boy Dennis,4,1,Salboheds Bygg och Anläggningstjänst AB|Palms Sprängtjänst Aktiebolag|Trigo Mätteknik AB|Dennis Peters Invest AB
MISAB Vakuumteknik AB,5569620247,2,53,Höjer; Larry Valdemar,10,14,IT-Effekt i Västmanland AB|Mellansvensk Industrisanering Aktiebolag|MISAB i Eskilstuna Aktiebolag|MISAB Vakuumteknik AB|MISAB Rörteknik AB|MISAB Fuktteknik AB|MISAB Spolservice AB|MISAB Radon AB|MISAB Elektronik AB|HRE Fastighetsbolag i Västmanland AB
JMN Fastigheter AB,5569765968,2,50,Jansson; Erik Marcus Tobias,2,0,JMN Invest AB|JMN Fastigheter AB
Sörgarlinge Gräv & Transport AB,5567368153,2,54,Andersson; Kenneth Gunnar,5,7,Schaktgruppen i Mälardalen Aktiebolag|Sörgarlinge Gräv & Transport AB|LR Redovisning Revision Mora AB|LR Redovisning & Revision Arboga AB|Schaktgruppen Förvaltning i Mälardalen AB
Byggingenjörsbyrån Norden AB,5567059968,4,52,Karlsson; Fredrik Ingvar Arvid,3,4,Byggjuridiskt kontroll och stödsystem; Sverige AB|Byggingenjörsbyrån Kontrollansvar i Sverige AB|Byggingenjörsbyrån Norden AB
VPK Sverige AB,5590735964,3,53,Sundberg; Elias Martin,3,3,Service partner värme & kyla i sverige AB|Sjöbokvarnens Holding AB|VPK Sverige AB
J Meijer form & betong AB,5590976428,3,41,Meijer; Joakim James Gert,1,0,J Meijer form & betong AB
J Meijer form & betong AB,5590976428,3,41,Meijer; Helen Anna Elisabeth,2,0,Fam Meijer Holding AB|J Meijer form & betong AB
Hemdals Bygg AB,5591609978,2,47,Lind; Thord Daniel,1,2,Hemdals Bygg AB
Silverstadens Rör AB,5567637854,2,56,Enstedt; Ove Markus,3,1,Enstedts Förvaltning och Finans AB|Ekebyängs Entreprenad AB|Silverstadens Rör AB
Wastvinds AB,5590602594,2,38,Wästvind; Thomas,2,2,Wastvinds AB|Wastvinds
Creative Networks Constructions X AB,5591698344,3,48,Olsson; Rickard Björn Conny,5,2,Creative Networks Constructions X AB|Creative Networks Consulting X AB|Creative Networks X AB|Creative Networks Solutions X AB|Global Trust AB
Creative Networks Constructions X AB,5591698344,3,48,Gashi; Gramsh,9,14,Creative Networks Constructions X AB|Creative Networks Consulting X AB|Morgården vård och behandling AB|Creative Networks X AB|Creative Invest One AB|Gradia AB|Creative Studio Y AB|Creative Networks Solutions X AB|Global Trust AB
